Course, CRN, Comments, Department, Last Taught
RADT 275, 11051, Prereq: PHYS 013, RADT 270; RADT, MRS  majors only, RADIATION--THERAPY, Spring 2020
RADT 277, 90162, Concurrent enrollment in RADT 223; Lab  Fee: $18; Senior cohort, MRS and RADT  students only, RADIATION--THERAPY, Fall 2020
RADT 280, 10164, Coreq: RADT 274; RADT, MRS majors only, RADIATION--THERAPY, Spring 2020
RADT 292, 95859, MRS/RADT students only, RADIATION--THERAPY, Fall 2018
RADT 296, 14479, Winter Session course: Dec 26 - Jan 10, 2019; Locatiion: offsite clinical  affiliate; Badge, MRS majors only;  Prereqs: all RADT major courses, RADIATION--THERAPY, Spring 2020
REL 020, 91493, No Requirement Information Given, ASIAN--STUDIES, Fall 2020
REL 021, 14463, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Spring 2020
REL 023, 95067, No Requirement Information Given, JEWISH--STUDIES, Fall 2019
REL 026, 13619, No Requirement Information Given, AFRICAN--STUDIES, Spring 2018
REL 027, 91652, CAS first-time, first-year students  only; Humanities Scholars only;  Concurrent enrollment in CLAS 095 A;  Instructor permission required, RELIGION, Fall 2019
REL 028, 14716, IHP students only;, RELIGION, Spring 2018
REL 029, 95068, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2019
REL 030, 13881, No Requirement Information Given, ASIAN--STUDIES, Spring 2020
REL 031, 93581, No Requirement Information Given, ASIAN--STUDIES, Fall 2020
REL 032, 96037, Humanities Scholars only; CAS  first-time, first-year students only;  Instructor permission required, RELIGION, Fall 2020
REL 050, 92934, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2020
REL 085, 92150, Open to degree and CDE students; Cross  listed with JS 096 A, RELIGION, Fall 2017
REL 095, 94975, No Requirement Information Given, CLASSICS, Fall 2020
REL 096, 15078, No Requirement Information Given, AFRICAN--STUDIES, Spring 2019
REL 100, 93330, Prerequisite: 3 hours in REL or  instructor permission, RELIGION, Fall 2020
REL 104, 93948, No Requirement Information Given, AFRICAN--STUDIES, Fall 2020
REL 105, 15034, Prereq: 3 Hrs REL or instructor  Permission, RELIGION, Spring 2020
REL 109, 95037, Prerequisite: 3 hours in REL or  instructor permission, RELIGION, Fall 2018
REL 110, 15735, Prereq: 3 hours Religion or instructor  permission, RELIGION, Spring 2020
REL 116, 95308, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2016
REL 124, 94978, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
REL 125, 95071, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2019
REL 127, 95310, No Requirement Information Given, ANTHROPOLOGY, Fall 2016
REL 128, 95035, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2018
REL 129, 15035, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Spring 2020
REL 132, 14898, No Requirement Information Given, ASIAN--STUDIES, Spring 2017
REL 133, 93950, No Requirement Information Given, ASIAN--STUDIES, Fall 2020
REL 141, 15079, No Requirement Information Given, ASIAN--STUDIES, Spring 2019
REL 145, 14721, No Requirement Information Given, ASIAN--STUDIES, Spring 2018
REL 163, 95313, No Requirement Information Given, AFRICAN--STUDIES, Fall 2016
REL 165, 15036, No Requirement Information Given, CRITICAL--RACE--&--ETHNIC--STUDIES, Spring 2020
REL 180, 93951, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
REL 190, 91660, Junior or senior standing required;  Concurrent appointment as Teaching  Assistant in Religion and Instructor  permission required; Variable 1-3  credits, RELIGION, Fall 2019
REL 191, 94979, Instructor permission required, RELIGION, Fall 2020
REL 195, 94980, No Requirement Information Given, JEWISH--STUDIES, Fall 2020
REL 196, 15080, No Requirement Information Given, CRITICAL--RACE--&--ETHNIC--STUDIES, Spring 2019
REL 197, 91509, Instructor permission required;  Variable 1-3 credits, RELIGION, Fall 2020
REL 198, 11454, Prereq: 3 Hours Religion; Instructor  permission required; Offered for 1 to 3  variable credits, RELIGION, Spring 2019
REL 202, 91510, Corequisite: Conc enroll in a 3 cr REL  200 level course; Junior and Senior REL  majors only;, RELIGION, Fall 2020
REL 203, 11336, Pre/co-req: REL 202; Religion majors  only; Senior standing only, RELIGION, Spring 2020
REL 224, 14724, Prereq: 9 hours in REL with 6 hours at  intermediate level; Junior and Senior  standing or instructor permission;, RELIGION, Spring 2018
REL 234, 94982, No Requirement Information Given, ASIAN--STUDIES, Fall 2020
REL 255, 95074, No Requirement Information Given, ASIAN--STUDIES, Fall 2019
REL 259, 95685, Prereq: 9 hours in Religion, with at  least 3 hours at the 100 level; minimum  junior standing; Title: Religion, Secularity, and Modernity, RELIGION, Fall 2017
REL 296, 13887, No Requirement Information Given, AFRICAN--STUDIES, Spring 2020
REL 297, 95039, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2018
REL 298, 11872, No Requirement Information Given, AFRICAN--STUDIES, Spring 2017
RMS 095, 15099, 2nd yr EMS and 1st yr AT Majors, REHABILITATION--&--MOVEMENT--SCI, Spring 2017
RMS 157, 90910, EMS/EXSC (1st year) and PE Majors; Open  to degree and CDE students, REHABILITATION--&--MOVEMENT--SCI, Fall 2020
RMS 175, 13070, Open to EXSC/EMS 2nd years only, REHABILITATION--&--MOVEMENT--SCI, Spring 2020
RMS 188, 10986, Open to AT, EMS and EXSC majors only., REHABILITATION--&--MOVEMENT--SCI, Spring 2020
RMS 191, 13603, Spring Break Travel Course; Open to CDE  and UG Degree students; Travel Date: 3/  7-3/14/20; Location: Iceland;  Instructor permission required; 3 req'd  pre-departure mtgs; Times TBD; Pre and  Post work required; Program Fee: $2, 507.  00; Title: Iceland: Exploring the  Therapeutic Effects of, REHABILITATION--&--MOVEMENT--SCI, Spring 2020
RMS 213, 90672, EMS/EXSC 3rd year and AT 2nd year, REHABILITATION--&--MOVEMENT--SCI, Fall 2019
RMS 220, 13606, EMS and EXSC sophomores only; All  others by instructor permission., REHABILITATION--&--MOVEMENT--SCI, Spring 2020
RMS 244, 11135, AT majors only, REHABILITATION--&--MOVEMENT--SCI, Spring 2019
RMS 250, 10902, Prereqs enforced by the system: ANPS 19, 20; AT/EMS/EXSC Juniors; All others by  instructor permission, REHABILITATION--&--MOVEMENT--SCI, Spring 2020
RMS 252, 13071, AT, EMS and EXSC majors only; All  others by permission; Prereqs: ANPS 19  & 20; Lab will be held in Rowell 017;  Lab fee: $40.00., REHABILITATION--&--MOVEMENT--SCI, Spring 2020
RMS 280, 16013, Independent study course; Instructor  permission required; Seniors in RMS, REHABILITATION--&--MOVEMENT--SCI, Spring 2016
RMS 295, 14655, Spring Break Travel Study Course to  Iceland; Travel Dates: 3/10/18-3/17/18;  There will be 4 required pre departure  meetings TBD; Program Fee: $2, 278.00;  Pre & Post work required; Instructor  permission required; Open to both CDE  and Degree students, REHABILITATION--&--MOVEMENT--SCI, Spring 2018
RMS 298, 12844, Prereqs enforced by the system: RMS 220;  AT, EMS and EXSC Majors only;  Instructor Permission Required  Additional sessions on evenings, weekends, etc.; Offered for variable  credit 1-6, REHABILITATION--&--MOVEMENT--SCI, Spring 2020
RUSS 001, 90135, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2020
RUSS 002, 10275, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Spring 2020
RUSS 011, 95818, No Requirement Information Given, RUSSIAN, Fall 2020
RUSS 051, 90136, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2020
RUSS 052, 10276, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Spring 2020
RUSS 095, 95340, Contact instructor for time/day/  location, RUSSIAN, Fall 2019
RUSS 096, 13756, Class will meet for one hour once per  week in the evening at an agreed upon  time/day., RUSSIAN, Spring 2020
RUSS 097, 96127, Course title: Intro to Russian Culture, RUSSIAN, Fall 2019
RUSS 101, 10811, No Requirement Information Given, EUROPEAN--STUDIES, Spring 2019
RUSS 121, 95211, Prerequisite: RUSS 052, RUSSIAN, Fall 2018
RUSS 122, 95332, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2019
RUSS 141, 95392, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2016
RUSS 161, 93056, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2016
RUSS 196, 95507, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
RUSS 197, 90137, Dept chair permission required, RUSSIAN, Fall 2020
RUSS 198, 10459, Permission of Dept Chair required, RUSSIAN, Spring 2020
RUSS 201, 95508, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
RUSS 202, 95334, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2019
RUSS 221, 14924, No Requirement Information Given, EUROPEAN--STUDIES, Spring 2019
RUSS 222, 15068, No Requirement Information Given, EUROPEAN--STUDIES, Spring 2020
RUSS 291, 94601, No Requirement Information Given, RUSSIAN, Fall 2020
RUSS 295, 15668, Available credits: 1-3, RUSSIAN, Spring 2020
SINT 190, 96316, Available only for experiential  completions., SUMMER--INTERNSHIP, Fall 2020
SOC 001, 90233, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
SOC 011, 95281, CAS first time first year students only, SOCIOLOGY, Fall 2019
SOC 014, 15006, No Requirement Information Given, HOLOCAUST--STUDIES, Spring 2020
SOC 019, 90241, Open to Degree and CDE students, SOCIOLOGY, Fall 2020
SOC 020, 95926, Open to Degree and CDE students; Cross  listed with HDFS 020A; Total combined  enrollment is 55, SOCIOLOGY, Fall 2020
SOC 022, 93359, Degree students only even after level  restrictions removed; CDE students  register in SOC 022 ZRA; Cross listed  with GSWS 022 Total combined enrollment  = 174, SOCIOLOGY, Fall 2020
SOC 029, 95195, Open to degree and CDE students, SOCIOLOGY, Fall 2017
SOC 032, 15007, SSS students only; CAS first year  students only; Instructor permission, SOCIOLOGY, Spring 2020
SOC 043, 11580, No Requirement Information Given, FILM--&--TELEVISION--STUDIES, Spring 2017
SOC 049, 95126, CAS First-time, first-year students  only, SOCIOLOGY, Fall 2016
SOC 054, 95034, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
SOC 090, 11581, This course is required of all  Sociology minors, SOCIOLOGY, Spring 2017
SOC 095, 95282, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2019
SOC 100, 93337, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
SOC 101, 90247, Prereqs enforced by the system: SOC 001;  Minimum Sophomore standing required; 3  additional hours of SOC required, SOCIOLOGY, Fall 2020
SOC 102, 95052, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
SOC 109, 13050, Prereq: 3 hrs SOC or with perm, SOCIOLOGY, Spring 2019
SOC 112, 94159, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2019
SOC 115, 96013, Prereq: Three hours of Sociology, SOCIOLOGY, Fall 2019
SOC 119, 14871, Prerequisite: Three hours in ANTH or  SOC cross listed with CRES 196 and ANTH  187, SOCIOLOGY, Spring 2019
SOC 120, 13721, No Requirement Information Given, HEALTH--AND--SOCIETY, Spring 2019
SOC 121, 13173, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
SOC 122, 96084, Prereq: 3 hrs SOC or with perm; Cross  listed with GSWS 150 A, SOCIOLOGY, Fall 2016
SOC 128, 93882, 3 hrs Sociology, SOCIOLOGY, Fall 2018
SOC 132, 93958, Prereq: 3 hours of Sociology, SOCIOLOGY, Fall 2019
SOC 140, 96116, Prerequisite: 3 hours Sociology;  Cross-listed w GSWS 140 A; Total  combined enrollment = 42, SOCIOLOGY, Fall 2020
SOC 151, 95187, Pre requisite: 3 hrs Sociology; Cross  listed with JS 196 C, SOCIOLOGY, Fall 2017
SOC 155, 95573, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
SOC 157, 15009, No Requirement Information Given, HEALTH--AND--SOCIETY, Spring 2020
SOC 160, 94112, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
SOC 171, 14872, No Requirement Information Given, AFRICAN--STUDIES, Spring 2019
SOC 188, 94579, Instructor permission required; Contact  instructor for location, SOCIOLOGY, Fall 2020
SOC 195, 95061, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
SOC 196, 14951, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Spring 2017
SOC 197, 90345, Instructor permission required, SOCIOLOGY, Fall 2020
SOC 198, 10332, Instructor and department permission  required; Prereq: 3 hrs SOC; Location:  31 South Prospect Street; Room 203, SOCIOLOGY, Spring 2018
SOC 203, 95733, Prereqs enforced by the system: SOC 001  and SOC 090 or SOC 100 or SOC 101 or  Instructor permission; Service Learning  Course, SOCIOLOGY, Fall 2016
SOC 211, 95187, Prereqs enforced by the system: SOC 001  & 90 or 100 or 101; Minimum Junior  standing, SOCIOLOGY, Fall 2018
SOC 212, 15025, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Spring 2020
SOC 216, 14873, Prereqs enforced by the system: SOC 001  & 90 or 100 or 101; Minimum junior  standing; Priority given to Law and  Society minor and Crime concentration;  Instructor permission required, SOCIOLOGY, Spring 2019
SOC 217, 15829, Sr SOC, ECP, ECSP, PE, ELK6 majors only  first 2 days; Sr SOC minors added third  day; Jr SOC, ECP, ECSP, PE, ELK6 Majors  and minors added after first week of  reg; Prereqs enforced by system:SOC 001  & either 90, 100, or 101 or Instr perm, SOCIOLOGY, Spring 2016
SOC 218, 14954, Prereqs enforced by the system: SOC 001, 090 or 100 or 101; Minimum junior  standing, SOCIOLOGY, Spring 2018
SOC 219, 95062, Prereqs enforced by system: SOC 001 &  90 or SOC 100 or 101 Minimum Junior  standing, SOCIOLOGY, Fall 2020
SOC 220, 10773, No Requirement Information Given, HEALTH--AND--SOCIETY, Spring 2020
SOC 223, 95188, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2018
SOC 229, 95290, Prereqs enforced by the system: SOC  001 & 90 or 100 or 101; Minimum Junior  Standing Instructor permission, SOCIOLOGY, Fall 2019
SOC 232, 95302, Prereqs enforced by system: SOC 1 & 90  or 100 or 101; Minimum Junior Standing, SOCIOLOGY, Fall 2020
SOC 240, 93621, Prereqs: SOC 001 and SOC 090 or SOC 100  or SOC 101; SOC 100 or SOC 101; Minimum  junior standing, SOCIOLOGY, Fall 2017
SOC 243, 12831, No Requirement Information Given, FILM--&--TELEVISION--STUDIES, Spring 2018
SOC 250, 12827, Prereqs enforced by system: SOC 001, 90  or 100 or 101; Or instructor perm;  Minimum junior standing, SOCIOLOGY, Spring 2018
SOC 258, 15028, Prereqs enforced by the system: SOC 001, 90 or 100 or 101; Minimum Jr Standing, SOCIOLOGY, Spring 2020
SOC 260, 93624, Prereqs enforced by the system: SOC 001  and SOC 090 or SOC 100 or SOC 101;  Minimum junior standing, SOCIOLOGY, Fall 2017
SOC 262, 14966, No Requirement Information Given, CRITICAL--RACE--&--ETHNIC--STDIES, Spring 2017
SOC 272, 95189, No Requirement Information Given, AFRICAN--STUDIES, Fall 2018
SOC 274, 93085, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
SOC 275, 95198, Prereqs enforced by the system: SOC 001  and SOC 090 or SOC 100 or SOC 101;  Minimum junior standing, SOCIOLOGY, Fall 2017
SOC 285, 13160, Prereqs enforced by the system: SOC 001, 90 or 100 or 101; Instructor permission  required; Service Learning, SOCIOLOGY, Spring 2020
SOC 286, 95190, Prereqs enforced by the system: SOC 001, and either 090 or 100 or 101 or  instructor permission; Service Learning, A&S--INTERDISCIPLINARY, Fall 2016
SOC 288, 97085, Prereqs enforced by the system: SOC 001  & 090 or 100 or 101, SOCIOLOGY, Fall 2020
SOC 289, 15731, Contact department for location;  Instructor permission required, SOCIOLOGY, Spring 2017
SOC 295, 95064, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
SOC 296, 14981, Prereqs enforced by the system: SOC 001  and either 090, 100 or SOC 101;  Cross-listed with GSWS 296 B, SOCIOLOGY, Spring 2017
SOC 297, 90343, Prereqs enforced by the system: SOC 1 &  90 or 100 or 101; Instructor permission  required, SOCIOLOGY, Fall 2020
SOC 298, 92747, Prereqs enforced by the system: SOC 1 &  90 or 100 or 101; Instructor permission  required, SOCIOLOGY, Fall 2020
SPAN 001, 90407, Open to degree and CDE students, SPANISH, Fall 2020
SPAN 002, 90412, Prereq: SPAN 001 or equivalent; Open to  degree and CDE students, SPANISH, Fall 2020
SPAN 011, 15537, Oaxaca Mexico Study Abroad Course;  Travel date and times: 1/18-2/26/2016;;  Must be enrolled in Spring 2016 Oaxaca  Study Abroad Program; CDE permission  required--call 802-656-2085; Open to  both CDE and Degree students, SPANISH, Spring 2016
SPAN 051, 90416, Prereq: SPAN 002 or equivalent; Open to  degree and CDE students, SPANISH, Fall 2020
SPAN 052, 90417, Prereq: SPAN 051 or equivalent; Open to  degree and CDE students, SPANISH, Fall 2020
SPAN 080, 96011, Prereq: SPAN 051 or equivalent; Open to  Degree and CDE students; Students who  have completed SPAN 052 will not  receive credit for this course, SPANISH, Fall 2020
SPAN 090, 15541, Oaxaca Mexico Study Abroad Course;  Travel dates and times: 1/18-2/26/2016;  Must be enrolled in Spring 2016 Oaxaca  Study Abroad Program; CDE permission  required--call 802-656-2085; Open to  both CDE and Degree students, SPANISH, Spring 2016
SPAN 095, 94818, Equivalent of SPAN 052; Not open to  those enrolled in or having completed  SPAN 052 or above; Prereq: SPAN 051;  Open to degree and CDE students, SPANISH, Fall 2019
SPAN 101, 90424, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2020
SPAN 105, 95002, Prereqs: SPAN 052 or SPAN 080; or  Instructor permission, SPANISH, Fall 2020
SPAN 109, 13784, Prereq: SPAN 052 or instructor  permission, SPANISH, Spring 2020
SPAN 110, 15543, Oaxaca Mexico Study Abroad Course;  Travel dates and times: 1/18-2/26/2016;  Must be enrolled in Spring 2016 Oaxaca  Study Abroad Program; CDE Permission  Required--Call 802-656-2085; Open to  both CDE and Degree students, SPANISH, Spring 2016
SPAN 111, 93088, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2020
SPAN 140, 90426, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2020
SPAN 142, 11619, I, GLOBAL--AND--REGIONAL--STUDIES, Spring 2016
SPAN 143, 92515, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
SPAN 144, 12797, No Requirement Information Given, EUROPEAN--STUDIES, Spring 2020
SPAN 145, 92516, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Fall 2020
SPAN 146, 12798, No Requirement Information Given, GLOBAL--AND--REGIONAL--STUDIES, Spring 2020
SPAN 189, 96305, No Requirement Information Given, SPANISH, Fall 2020
SPAN 195, 95004, Prereq: SPAN 140, SPANISH, Fall 2020
SPAN 197, 97033, Instructor permission., SPANISH, Fall 2020
SPAN 201, 91668, Prereq: SPAN 101 or equivalent, SPANISH, Fall 2019
