Course,Title,CRN,Credits,Max Enrl,Cur Enrl,Remain Seats,Begin Time,End Time,Days,Bldg,Room,Instructor,Comments,Department,Last Taught
PSYS 276, D1:Cross-Cultrl Psyc:Clin Pers,14681,3,25,25, 0*XL, 11:40, 12:55, T R, WATERM,400, Cepeda-Benit," Prereqs enforced by the system: PSYS  053 or PSYC 109 and PSYS 170 or PSYC  152; Cross-listed with CRES 276 A ECP,  ECSP,ELK6,PE,PSYS,PSYC,NEUR majors PSYS,  PSYC,SE13 minors only",PSYCHOLOGICAL--SCIENCE,Spring 2017
PSYS 279, Intro to Health Psychology,91467,3,22,20, 1*XL, 10:05, 11:20, T R, L/L-A, A161, Lekka S,,HEALTH--AND--SOCIETY,Fall 2020
PSYS 281, SL: Adv Fit Kids: Applied Res,93569,3,7,8,-1, 08:30, 09:20, R, REMOTE, COURSE, Hoza B, Prereqs enforced by the system: PSYS  268 or 269; Must register for lab;  Minimum Junior standing; Service  Learning,PSYCHOLOGICAL--SCIENCE,Fall 2020
PSYS 295, Psych Science in Action,95073,3,25,22,3, 01:15, 02:30, T R, REMOTE, COURSE, Pinel E, Prereqs enforced by the system: PSYS  053 & 111 or 115 or 130 or 150 or 170  or PSYC 109 or 104 or 121 or 130 or 161  or 152 PSYS majors and minors only  during the week of registration,PSYCHOLOGICAL--SCIENCE,Fall 2020
PSYS 296, SL: Adv Fit Kids:Special Popul,13899,3,8,7,1, 08:30, 09:20, R, DEWEY,306, Hoza B," Advanced Fit Kids: Special Population;  Must register for a lab, A01-A08  Prereqs enforced by the system: PSYS  053 and PSYS 111 or 115 or 130 or 150  or 170; Service Learning",PSYCHOLOGICAL--SCIENCE,Spring 2020
PSYS 300, History of Psychology,95920,3,19,19,0, 02:00, 05:00, R, DEWEY,100, Breslend N, Contact instructor for location,PSYCHOLOGICAL--SCIENCE,Fall 2019
PSYS 304, Adv Statistical Methods I,91527,3,18,9,9, 12:00  12:00, 03:00  03:00, M  F, DEWEY  DEWEY, 100  128, Stickle T  Price M  Burt K, Prerequisites:Psychology or NEUR  graduate standing only or enrolled in  other Ph.D. programs by permission of  instructor only,PSYCHOLOGICAL--SCIENCE,Fall 2020
PSYS 305, Adv Statistical Methods II,12272,3,18,9,9, 12:00  12:00, 03:00  03:00, M  F, DEWEY  DEWEY, 100  128, Breslend N, Prereqs enforced by the system: PSYS  304 or PSYC 340; PSYS majors with grad  standing,PSYCHOLOGICAL--SCIENCE,Spring 2020
PSYS 306, Analysis of Longitudinal Data,94998,3,12,9,3, 08:30, 11:30, R, DEWEY,238, Burt K, Prereqs enforced by the system: PSYS  304 or PSYC 340 and PSYS 305 or PSYC  341,PSYCHOLOGICAL--SCIENCE,Fall 2016
PSYS 307, Structural Equation Modeling,95009,3,12,9,3, 08:30, 11:30, W, DEWEY,238, Burt K, Prereqs: Psychology Graduate standing  only and PSYS 304 and PSYS 305,PSYCHOLOGICAL--SCIENCE,Fall 2017
PSYS 311, Seminar in Learning Theory,15011,3,12,5,7, 01:15, 04:15, T, DEWEY,238, Bouton M, Graduate standing only,PSYCHOLOGICAL--SCIENCE,Spring 2018
PSYS 315, Biobehavioral Proseminar,91528,3,15,4, 9*XL, 08:30, 11:30, W, DEWEY,100, Bouton M  Green J, Prerequisites: Psychology &  Neuroscience grad standing only,PSYCHOLOGICAL--SCIENCE,Fall 2020
PSYS 316, Neuropsychopharmacology,15102,3,12,12,0, 09:00, 12:00, T, DEWEY,238, Hammack S, Contact department for location,PSYCHOLOGICAL--SCIENCE,Spring 2019
PSYS 319, Neurobio of Learning & Memory,15047,3,15,10,5, 08:30, 11:15, F, DEWEY,238, Green J, Graduate standing only,PSYCHOLOGICAL--SCIENCE,Spring 2020
PSYS 330, Proseminar in Exp Social Psych,15715,3,12,11,1, 12:00, 03:00, M, DEWEY,238, Pinel E, Preqs: Graduate Standing Only,PSYCHOLOGICAL--SCIENCE,Spring 2019
PSYS 332, Cognition in Social Behavior,95108,3,12,8,4, 08:30, 11:30, F, DEWEY,238, Pinel E, Prerequisites: PSYS graduate standing  only,PSYCHOLOGICAL--SCIENCE,Fall 2018
PSYS 350, Developmental Proseminar,15048,3,20,17,3, 09:00, 11:45, R, DEWEY,100, Breslend N, Graduate standing only,PSYCHOLOGICAL--SCIENCE,Spring 2020
PSYS 370, Child Psychopathology,95833,3,15,17,-2, 08:30, 11:15, R, REMOTE, COURSE, Breslend N, PSYS graduate students only,PSYCHOLOGICAL--SCIENCE,Fall 2020
PSYS 371, Adult Psychopathology,95921,3,18,18,0, 09:30, 12:15, W, DEWEY,100, Carpenter A, Contact instructor for location,PSYCHOLOGICAL--SCIENCE,Fall 2019
PSYS 372, Child & Adolescent Psyc Assess,95834,3,15,14,1, 10:00  03:15, 01:00  04:45, T  R, REMOTE  REMOTE, COURSE  COURSE, Kennedy K, PSYS graduate students only,PSYCHOLOGICAL--SCIENCE,Fall 2020
PSYS 373, Adult Psychological Assessment,95923,3,18,17,1, 03:15  10:00, 04:45  01:00, M  T, DEWEY  DEWEY, 100  100, Kennedy K,,PSYCHOLOGICAL--SCIENCE,Fall 2019
PSYS 374, Behavior Therapy: Children,15228,3,12,12,0, 08:30, 11:15, R, DEWEY,100, Breslend N, Preq: Graduate Standing Only,PSYCHOLOGICAL--SCIENCE,Spring 2019
PSYS 375, Adult Cognitive & Behav Thrpy,15049,3,18,18,0, 08:30, 11:15, W, DEWEY,100, Scott T, Graduate standing only,PSYCHOLOGICAL--SCIENCE,Spring 2020
PSYS 376, Cross Culture Clin Interv/Rsrc,15050,3,18,14,4, 01:00, 03:45, T, DEWEY,100, Dewey L, Graduate standing only,PSYCHOLOGICAL--SCIENCE,Spring 2020
PSYS 380, Professional Affairs & Ethics,15051,3,18,10,8, 03:30, 06:15, W, DEWEY,100, Rosen L, Graduate standing only,PSYCHOLOGICAL--SCIENCE,Spring 2020
PSYS 385, Advanced Clinical Practicum,91529, 0.00/1.00,25,19,6, 08:00, 09:30, F, REMOTE, COURSE, Fondacaro K, Prerequisites: PSYS graduate students  only; 2nd to 5th year students; course  is repeatable Credits: 0-1,PSYCHOLOGICAL--SCIENCE,Fall 2020
PSYS 390, Family Relationships,14699,3,18,5,13, 12:00, 03:00, F, DEWEY,238, Schermerhorn, Prerequisites: PSYS Graduate standing  only,PSYCHOLOGICAL--SCIENCE,Spring 2017
PSYS 396, Intro to Clinical Practicum,95141,0.5,15,8,7, 08:00, 09:30, F, REMOTE, COURSE, Fondacaro K, Prerequisites: PSYS graduate students  only,PSYCHOLOGICAL--SCIENCE,Fall 2020
PT 303, SL:Hlth Promo & Disease Prvnt,12562,3,38,39,-1, 11:40, 12:55, T R, ROWELL,102, Gell N, DPT 2nd year students,PHYSICAL--THERAPY,Spring 2019
PT 305, Pathophysiology/Pharmacology,91618,6,41,41,0, 08:30, 10:30, M W F, JEFFRD,127, Ouellette-Mo, DPT majors,PHYSICAL--THERAPY,Fall 2017
PT 306, Pro Sem1:Intro to PT&Hlth Care,12848,1,41,40,1, 10:45, 01:00, T, PERKIN,101, Smith P, DPT 1st Year,PHYSICAL--THERAPY,Spring 2018
PT 307, Pro Sem 2:Prep for PT Practice,92910,1,38,39,-1, 01:15  01:15  01:15  01:15, 04:00  04:00  04:00  04:00, F  F  F  F, ROWELL  ROWELL  ROWELL  ROWELL, 110  110  110  110, Smith P," DPT Majors Only Class will be held on  the following Fridays: 9/7, 10/19, 11/9  and 11/30",PHYSICAL--THERAPY,Fall 2018
PT 308, Pro Sem3: Ethics & Career Prep,13169,1,38,39,-1, 01:15, 04:15, T, TERRIL,308, Ouellette-Mo, DPT 2nd year students,PHYSICAL--THERAPY,Spring 2019
PT 318, Movt Sci 1: Kinesiology,92314,3,41,41,0, 01:15, 02:30, T R, ML SCI,107, Sargent E, Year 1 DPT; Prerequisite: ANNB 201,PHYSICAL--THERAPY,Fall 2017
PT 320, Undrstdng Evidence in PT Pract,91819,3,40,39,1, 12:00  TBA, 03:00  TBA, M, ML SCI  ONLINE, 107  SEE NOTES, Failla M, DPT majors; Hybrid class meets online  and face to face,PHYSICAL--THERAPY,Fall 2016
PT 322, Adv Evidence Based Pract Sklls,91742,2,31,18,13, 01:30  01:30, 02:45  02:45, M  W, HSRF  HSRF, 200  300, Sargent E, DPT students,PHYSICAL--THERAPY,Fall 2016
PT 329, Knowl Imp Trans & Exch of EBPT,12565,1,38,39,-1, 02:20, 03:10, M, ROWELL,102, Escorpizo R, DPT 2nd year students,PHYSICAL--THERAPY,Spring 2019
PT 330, Psychosocial Issues in Health,91316,3,40,39,1, 08:30, 11:30, T, TERRIL,308, Gell N, DPT students only,PHYSICAL--THERAPY,Fall 2018
PT 331, Hlth Care Plcy & Pract Mgmt PT,12566,3,39,39,0, 08:30  08:30  08:30  08:30, 05:00  05:00  05:00  05:00, R  F  M  M, ONCMP  ONCMP  ONCMP  ONCMP, SEE NOTES  SEE NOTES  SEE NOTES  SEE NOTES, Green-Wilson," DPT 2nd year students; meets on-line  and Class will meet on campus on the  following dates: Thurs, 1/17 3-5pm; Fri,  1/18 8:30am-5pm; Mon, 3/18 8:30am-5pm;  Mon, 4/15 8:30am-5pm",PHYSICAL--THERAPY,Spring 2019
PT 340, Patient Mngmt Fndmntl Skills,92278,6,41,41,0, 08:30  10:05  12:50, 09:45  12:55  03:50, T R  T R  F, ML SCI  ROWELL  ROWELL, 107  003A  003A, Dee J, DPT majors; Fee: $17.20,PHYSICAL--THERAPY,Fall 2017
PT 344, Patient Mgmt Musculoskeletal 1,12853,8,41,40,1, 11:45  08:30  01:00  01:00, 02:45  10:55  03:30  03:30, M W  T R  T  R, ROWELL  ROWELL  ROWELL  ROWELL, 003A  110  003B  003B, Dee J, DPT 1st Year; Fee: $20.00 2nd year  students need to be avail. to TA Class  & open Lab,PHYSICAL--THERAPY,Spring 2018
PT 345, Patient Mgt-Neuromuscular 1,90726,6,40,39,1, 09:40  10:50, 10:30  12:50, M W F  M W F, ML SCI  ROWELL, 107  003B, Kunsman M," DPT majors only; Prerequisites: NSCI  302, PT 305; HIPPA/OSHA Fee: $18.; Prof  Liability Ins Fee: $15.00",PHYSICAL--THERAPY,Fall 2018
PT 346, Patient Mgt-Neuromuscular 2,10683,5,38,39,-1, 08:00  09:35  12:00, 09:15  11:30  03:00, M W  M W  M, ROWELL  ONCMP  ROWELL, 102  SEE NOTES  118, Mohapatra S, DPT 2nd year students; Lab meets in  Rowell 003 A & B on M & W from 9:35 to  11:30; Mondays 12-3; This course  includes Clinical Correlation labs on  Wed 12:30-5 and/or Fri 8-5; Course fee:  $85,PHYSICAL--THERAPY,Spring 2019
PT 347, Patient Mgt:Cardiopulmonary,91785,4,40,39,1, 02:50  01:15  02:50, 04:05  02:30  04:05, T  R  R, ROWELL  HILLS  ROWELL, 003B  234  003A, Certo C  Ouellette-Mo, DPT majors; Lecture from 1:15 - 2:30;  Lab in 003 A & B from 2:50 - 4:05;  Prerequisites: PT 305,PHYSICAL--THERAPY,Fall 2018
PT 348, Patient Mgt:Medical/Surgical,12567,4,38,39,-1, 08:00  10:05, 09:45  11:20, T R  T R, ROWELL  ML SCI, 003A  107, Kunsman M, DPT 2nd year students; This course  includes Clinical Correlation labs on  Wed 12:30-5 and/or Fri 8-5,PHYSICAL--THERAPY,Spring 2019
PT 395, Special Topics: Clin Intrnship,96051,5,1,1,0, TBA, TBA,, TBA, TBA, Smith P," Course dates: August 26, 2019 - October  11, 2019; Instructor permission  required",PHYSICAL--THERAPY,Fall 2019
PT 420, Undrstandng Evidence PT Pract,95638,3,41,41,0, 11:15  TBA, 01:00  TBA, M W, BLLNGS  ONLINE, MLK  SEE NOTES, Escorpizo R, DPT Only,PHYSICAL--THERAPY,Fall 2017
RAD 396, Human Anatomy,14846,3,33,19,14, 02:30, 03:45, M W, UVMMC, SEE NOTES, Geeslin M  Dmitriy A," UVM MC- Radiology Education Center -  McClure 1312; Graduate students only,  or permission from christine.boomer@uvm.  edu",RADIOLOGY,Spring 2020
RADT 152, Prin of Radiation Therapy,10159,3,9,5,4, 10:05, 11:20, T R, ROWELL,104, Carson W," Prereq: MLS 140; RADT, MRS majors only,  or instructor permission",RADIATION--THERAPY,Spring 2020
RADT 173, Intro to Clinical Practice,90157,3,9,8,1, 05:05, 08:05, T, ROWELL,104, Biron M, Prereq: RADT 152; MRS and RADT majors  ONLY; Radiation Safety Badge Fee: $32;  Liability Insurance Fee: $22.,RADIATION--THERAPY,Fall 2020
RADT 174, Clinical Practicum II,10161,2,3,2,1, 07:30, 10:00, M W F, UVMMC, SEE NOTES, Biron M," Prereqs enforced by the system: RADT  173; Location: UVMMC Radiation Oncology;  $30.00 fee: Safety Badge; RADT, MRS  majors only",RADIATION--THERAPY,Spring 2020
RADT 176, Clinical Radiation Oncology,10162,3,9,8,1, 04:25, 05:40, T R, ROWELL,104, Gagne H  Deeley M  Lester-Coll N  Anker C  Heimann R  Carson W  Wallace H  Nelson C," Prereqs: ANPS 20; Coreq: RADT 174; RADT,  MRS majors only",RADIATION--THERAPY,Spring 2020
RADT 215, CT Procedures,15358,3,20,8,12, TBA, TBA,, ONLINE, COURSE, Perron T  Carson W," Prereqs enforced by the system: ANPS  19 & 20, BHSC 175 MRS, RADT majors only;  Others by instructor permission Open to  degree and CDE students",RADIATION--THERAPY,Spring 2020
RADT 223, Clinical Practicum III,90158,3,2,2,0, 07:30, 10:00, M W F, UVMMC, SEE NOTES, Biron M, Prereqs enforced by the system: RADT  174; MRS and RADT majors only;  Radiation Safety Badge Fee: $22;  Liability Insurance Fee: $22. Held at  UVMMC as Clinical Practicum,RADIATION--THERAPY,Fall 2020
RADT 244, Essentials of Patient Care,10905,3,9,8,1, 01:15, 02:30, T R, ROWELL,104, Carson W," Prereqs enforced by the system: RADT  152 and RADT 173; RADT, MRS majors only",RADIATION--THERAPY,Spring 2020
RADT 270, Dosimetry Concepts,91199,3,12,7,5, 10:05, 11:20, T R, ROWELL,104, Deeley M, Minimum Junior standing MRS and RADT  students only; Will be Held In Rowell  104,RADIATION--THERAPY,Fall 2020
RADT 274, Clincal Practicum IV,10163,14,9,8,1, 08:00, 04:30, MTWRF, OFFCMP, SEE NOTES, Biron M  Carson W," Location: Offsite clinical affiliate;  Prereq: All RADT major courses;  Coreq:RADT 280; $48.00 fee: Safety  Badge; RADT, MRS majors only",RADIATION--THERAPY,Spring 2020
RADT 275, Dosimetry,11051,3,9,8,1, 03:30, 04:45, M W, ROWELL,104, Soisson E," Prereq: PHYS 013, RADT 270; RADT, MRS  majors only",RADIATION--THERAPY,Spring 2020
RADT 277, Techniques Radiation Therapy,90162,4,9,7,2, 11:40  05:05, 12:55  08:05, T R  W, ROWELL  ROWELL, 104  104, Carson W  Lamore T," Concurrent enrollment in RADT 223; Lab  Fee: $18; Senior cohort, MRS and RADT  students only",RADIATION--THERAPY,Fall 2020
RADT 280, Qual Assurance&Treatment Plan,10164,3,9,8,1, TBA, TBA,, ONLINE, COURSE, Carson W," Coreq: RADT 274; RADT, MRS majors only",RADIATION--THERAPY,Spring 2020
RADT 296, Final Practicum Overview,14479,1,9,8,1, TBA, TBA,, OFFCMP, SEE NOTES, Biron M  Carson W," Winter Session course: Dec 26 - Jan 10,  2019; Locatiion: offsite clinical  affiliate; Badge, MRS majors only;  Prereqs: all RADT major courses",RADIATION--THERAPY,Spring 2020
REL 020, FW:D2:TAP:Comparing Religions,91493,3,18,18,0, 11:40, 12:55, T R, REMOTE, COURSE, Trainor K,,ASIAN--STUDIES,Fall 2020
REL 021, D2:HS:Religions in Asia,14463,3,30,23,7, 11:40, 12:55, T R, L/L-A, A101, Trainor K,,GLOBAL--AND--REGIONAL--STUDIES,Spring 2020
REL 023, FW:D2:TAP: What is the Bible?,95067,3,19,7,12, 10:50, 11:40, M W F, 481 MN,104, Clark A,,JEWISH--STUDIES,Fall 2019
REL 026, D2:Religions in Africa,13619,3,43,43,0, 09:40, 10:30, M W F, LAFAYE, L111, Brennan V,,AFRICAN--STUDIES,Spring 2018
REL 027, HS:Integr Humanities,91652,3,30,25,5, 10:05, 11:20, T R, L/L-B, B132, Sugarman R," CAS first-time, first-year students  only; Humanities Scholars only;  Concurrent enrollment in CLAS 095 A;  Instructor permission required",RELIGION,Fall 2019
REL 028, IHP:Integrated Humanities,14716,3,30,24,6, 11:40, 12:55, T R, L/L-B, B132, Sugarman R, IHP students only;,RELIGION,Spring 2018
REL 029, D2:Religion and Globalization,95068,3,60,46,14, 10:50, 11:40, M W F, LAFAYE, L403, Borchert T,,GLOBAL--AND--REGIONAL--STUDIES,Fall 2019
REL 030, D2: Introducing Islam,13881,3,60,60,0, 12:00, 12:50, M W F, HILLS,122, Morgenstein Fuerst,,ASIAN--STUDIES,Spring 2020
REL 031, D2: Introducing Hinduism,93581,3,59,58, 1*XL, 10:05, 11:20, T R, REMOTE, COURSE, Morgenstein Fuerst,,ASIAN--STUDIES,Fall 2020
REL 032, HS:Ghosts in the City,96037,3,23,15,8, 09:40, 10:30, M W F, VOTEY,307, Borchert T," Humanities Scholars only; CAS  first-time, first-year students only;  Instructor permission required",RELIGION,Fall 2020
REL 050, Introduction to Jewish Studies  EAST EUROPEAN STUDIES<,92934,3,56,15, 35*XL, 11:40, 12:55, T R, VOTEY,205, Andrus E,,GLOBAL--AND--REGIONAL--STUDIES,Fall 2020
REL 085, On the Meaning of Life,92150,3,60,50, 1*XL, 03:30, 04:45, M W, HILLS,122, Sugarman R, Open to degree and CDE students; Cross  listed with JS 096 A,RELIGION,Fall 2017
REL 095, FW:TAP: Sex&Gender in Bible,94975,3,18,15,3, 09:40, 10:30, M W F, REMOTE, COURSE, Clark A,,CLASSICS,Fall 2020
REL 096," D2: Religion, Health & Healing",15078,3,119,64, 0*XL, 11:40, 12:55, T R, LAFAYE, L207, Brennan V,,AFRICAN--STUDIES,Spring 2019
REL 100, Interpretation of Religion,93330,3,20,18, 2*XL, 02:20, 03:10, M W F, 481 MN,104, Borchert T, Prerequisite: 3 hours in REL or  instructor permission,RELIGION,Fall 2020
REL 104," Mysticism,Shamanism & Possessn",93948,3,20,19, 0*XL, 01:15, 02:30, T R, 481 MN,104, Brennan V,,AFRICAN--STUDIES,Fall 2020
REL 105, Religious Literacy,15034,3,22,12,10, 04:25, 05:40, T R, 481 MN,104, Trainor K, Prereq: 3 Hrs REL or instructor  Permission,RELIGION,Spring 2020
REL 109," Ritualization:Rel,Body,Culture",95037,3,22,16,6, 03:30, 04:45, M W, 481 MN,104, Trainor K, Prerequisite: 3 hours in REL or  instructor permission,RELIGION,Fall 2018
REL 110, Religion and Ways of Knowing,15735,3,22,20,2, 01:15, 02:30, T R, 481 MN,104, Clark A, Prereq: 3 hours Religion or instructor  permission,RELIGION,Spring 2020
REL 116, Judaism,95308,3,27,14,13, 01:15, 02:30, T R, L/L-B, B132, Sugarman R,,GLOBAL--AND--REGIONAL--STUDIES,Fall 2016
REL 124, Christianity,94978,3,22,18, 2*XL, 12:00, 12:50, M W F, REMOTE, COURSE, Clark A,,EUROPEAN--STUDIES,Fall 2020
REL 125, Women in Christianity to 1500,95071,3,22,14, 8*XL, 11:40, 12:55, T R, 481 MN,104, Clark A,,EUROPEAN--STUDIES,Fall 2019
REL 127, D1:Caribbean Religion & Beyond,95310,3,27,25,2, 02:50, 04:05, T R, OMANEX, A207, Chipumuro T,,ANTHROPOLOGY,Fall 2016
REL 128, D1: Religion in America,95035,3,22,22,0, 01:15, 02:30, T R, 481 MN,104, Andrus E,,GLOBAL--AND--REGIONAL--STUDIES,Fall 2018
REL 129, Religion&Pop Culture in the US,15035,3,22,20,2, 10:05, 11:20, T R, 481 MN,104, Andrus E,,GLOBAL--AND--REGIONAL--STUDIES,Spring 2020
REL 132, D2: Buddhist Traditions,14898,3,27,25,2, 01:15, 02:30, T R, OMANEX, A207, Borchert T,,ASIAN--STUDIES,Spring 2017
REL 133, D2: Islam and Modernity,93950,3,22,21,1, 02:50, 04:05, T R, REMOTE, COURSE, Morgenstein Fuerst,,ASIAN--STUDIES,Fall 2020
REL 141, D2: Religion in Japan,15079,3,22,22,0, 12:00, 12:50, M W F, 481 MN,104, Borchert T,,ASIAN--STUDIES,Spring 2019
REL 145, D2: Religion in China,14721,3,27,24,3, 01:15, 02:30, T R, OMANEX, A207, Borchert T,,ASIAN--STUDIES,Spring 2018
REL 163, D2:Women & Religion in Africa,95313,3,22,14, 8*XL, 04:25, 05:40, T R, LAFAYE, L411, Brennan V,,AFRICAN--STUDIES,Fall 2016
REL 165, D1: Islam and Race,15036,3,22,23,-1, 02:20, 03:10, M W F, 481 MN,104, Morgenstein Fuerst,,CRITICAL--RACE--&--ETHNIC--STUDIES,Spring 2020
REL 180, Moral&Rel Persp on Holocaust,93951,3,22,6, 3*XL, 10:05, 11:20, T R, REMOTE, COURSE, Sugarman R,,EUROPEAN--STUDIES,Fall 2020
REL 191, Methods in Teaching Religion,12665,3,10,1,9, TBA, TBA,, TBA, TBA, Trainor K," Prerequisite: 3 hours in Religion,  instructor permission, concurrent  appointment as undergraduate teaching  assistant; Contact instr/dept for time  and location",RELIGION,Spring 2016
REL 195," Ethics, Holiness, Other: Levin",94980,3,22,4, 4*XL, 03:30, 04:45, M W, REMOTE, COURSE, Sugarman R,,JEWISH--STUDIES,Fall 2020
REL 196, Judaism in America,15080,3,22,12, 7*XL, 10:05, 11:20, T R, 481 MN,104, Andrus E,,CRITICAL--RACE--&--ETHNIC--STUDIES,Spring 2019
REL 203, Senior Colloquium,11336,1,10,10,0, 01:10, 02:00, M, 481 MN,104, Morgenstein Fu, Pre/co-req: REL 202; Religion majors  only; Senior standing only,RELIGION,Spring 2020
REL 224, Seeing the Sacred,14724,3,18,10,8, 10:05, 11:20, T R, 481 MN,104, Clark A, Prereq: 9 hours in REL with 6 hours at  intermediate level; Junior and Senior  standing or instructor permission;,RELIGION,Spring 2018
REL 234, D2:Buddhism in Sri Lanka,94982,3,19,18,1, 04:25, 05:40, T R, REMOTE, COURSE, Trainor K,,ASIAN--STUDIES,Fall 2020
REL 255," Religion, Nation, and State",95074,3,20,13,7, 02:50, 04:05, T R, 481 MN,104, Borchert T,,ASIAN--STUDIES,Fall 2019
REL 259, Religion and Secular Culture,95685,3,18,14,4, 10:05, 11:20, T R, WATERM,456, Borchert T," Prereq: 9 hours in Religion, with at  least 3 hours at the 100 level; minimum  junior standing; Title: Religion,  Secularity, and Modernity",RELIGION,Fall 2017
REL 296, African Gods/Western Museums,13887,3,20,19,1, 04:05, 07:05, W, 481 MN,104, Brennan V,,AFRICAN--STUDIES,Spring 2020
REL 297, Interdisciplinary Seminar,95039,3,18,10,8, 02:50, 04:05, T R, 481 MN,104, Morgenstein Fuerst,,GLOBAL--AND--REGIONAL--STUDIES,Fall 2018
REL 298, Afro-Atlantic Sacred Arts,11872,3,18,14,4, 02:50, 04:05, T R, 481 MN,104, Brennan V,,AFRICAN--STUDIES,Spring 2017
RMS 095, Movement Science 1,15099,3,65,64,1, 08:30, 09:45, T R, ROWELL,118, Westervelt K, 2nd yr EMS and 1st yr AT Majors,REHABILITATION--&--MOVEMENT--SCI,Spring 2017
RMS 157, Care & Prevent of Ath Injur,90910,3,54,66,-12, TBA, TBA,, ONLINE, COURSE, Vreeland K, EMS/EXSC (1st year) and PE Majors; Open  to degree and CDE students,REHABILITATION--&--MOVEMENT--SCI,Fall 2020
RMS 175, Applied Kinesiology,13070,3,60,49,11, 08:30, 09:45, T R, ROWELL,118, Westervelt K, Open to EXSC/EMS 2nd years only,REHABILITATION--&--MOVEMENT--SCI,Spring 2020
RMS 188, D2:Org&Ldrship in AthTrn&Ex Sc,10986,3,20,20,0, 10:05, 11:20, T R, ROWELL,115, Maynard A," Open to AT, EMS and EXSC majors only.",REHABILITATION--&--MOVEMENT--SCI,Spring 2020
RMS 191, Icelandic Thermal Springs,13603,3,12,12,0, TBA, TBA,, INTL, TRAVEL, Westervelt K," Spring Break Travel Course; Open to CDE  and UG Degree students; Travel Date: 3/  7-3/14/20; Location: Iceland;  Instructor permission required; 3 req'd  pre-departure mtgs; Times TBD; Pre and  Post work required; Program Fee: $2,507.  00; Title: Iceland: Exploring the  Therapeutic Effects of",REHABILITATION--&--MOVEMENT--SCI,Spring 2020
